Status,Nome da obra no Brasil,Série,Lançamento brasileiro,Título original,Lançamento original,Desenvolvimento,Publicação,Lançamento em revista/jornal,Archive ID,Preservador,Link para gameplay,Screenshots,Descrição do jogo,YouTube ID,Filename base
OK,As Aventuras de Batman e Robin: Estúdio de Cartoons,CD Criança,1998,The Adventures of Batman & Robin: Cartoon Maker,1995,Knowledge Adventure,,CD Criança nº ??,batman-e-robin-estudio-cartoons,,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan25.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan154.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan196.png",,nan,nan
OK,Rayman: Centro de Atividades,CD Criança,1999,Rayman Activity Centre,1997,Ubi Studio,Ubi Soft Entertainment,CD Criança nº ??,rayman-centro-atividades,Vinnícius/Cebola,https://www.youtube.com/watch?v=mKN7Lqqw7S0,,,mKN7Lqqw7S0,mKN7Lqqw7S0
,Seção Revista CD Criança Disney Collection,,,,,,,,,,,,,nan,nan
OK,101 Dálmatas: Livro Animado Interativo,CD Criança Disney Collection,1999,Disney's Animated Storybook: 101 Dalmatians,1997,Disney Interactive,,CD Criança Disney Collection nº 01,101-dalmatas-livro-animado-interativo,,https://www.youtube.com/watch?v=a8Jra55m7yk,"https://web.archive.org/web/20050321000335im_/http://www.cdcrianca.com.br/disney/dalmatas/images/capa-dalmatas.jpg,https://vinizinho.neocities.org/figures/cdroms/screenshots/101%20D%C3%A1lmatas%20-%20Livro%20Animado%20Interativo%20-%20CD-ROM%20Completo%20PT-BR-a8Jra55m7yk_ss1.jpg, https://vinizinho.neocities.org/figures/cdroms/screenshots/101%20D%C3%A1lmatas%20-%20Livro%20Animado%20Interativo%20-%20CD-ROM%20Completo%20PT-BR-a8Jra55m7yk_ss2.jpg, https://vinizinho.neocities.org/figures/cdroms/screenshots/101%20D%C3%A1lmatas%20-%20Livro%20Animado%20Interativo%20-%20CD-ROM%20Completo%20PT-BR-a8Jra55m7yk_ss5.jpg, https://vinizinho.neocities.org/figures/cdroms/screenshots/101%20D%C3%A1lmatas%20-%20Livro%20Animado%20Interativo%20-%20CD-ROM%20Completo%20PT-BR-a8Jra55m7yk_ss7.jpg,https://vinizinho.net/projects/cd-archive/figures/scans/scan136.png","Atividades de aprendizagem interativas, músicas de acomanhamento, centenas de animações surpresas e um divertido dicionário. Tudo isto acompanhado por Pongo, Perdita e seus adoráveis filhotes.",a8Jra55m7yk,a8Jra55m7yk
OK,Artista Mágico Disney,CD Criança Disney Collection,1999,Disney's Magic Artist,1996,"ImageBuilder Software, Inc. (?)",Disney Interactive,CD Criança Disney Collection nº 02,disney-artista-magico,,,"https://web.archive.org/web/20050321000537im_/http://www.cdcrianca.com.br/disney/mickey/images/capa-artista.jpg,https://vinizinho.net/projects/cd-archive/figures/scans/scan64.png","Uma maneira simples de desenhar ou pintar usando o computador. Fácil de criar suas próprias obras de arte, com os personagens mais divertidos da Disney. As possibilidades são infinitas. Mais de 300 Gravuras Mágicas Disney, personagens, fundos, acessórios de cenários e muito mais.",nan,nan
OK,Hércules: Livro Animado Interativo,CD Criança Disney Collection,1999,Disney's Animated Storybook: Hercules,1997,Disney Interactive,,CD Criança Disney Collection nº 03,hercules-livro-animado-interativo,,https://www.youtube.com/watch?v=1F3wNrofIE0,"https://web.archive.org/web/20050321000352im_/http://www.cdcrianca.com.br/disney/herculesasb/images/capa-hercules.jpg,https://vinizinho.neocities.org/figures/cdroms/screenshots/H%C3%A9rcules%20-%20Livro%20Animado%20Interativo%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-1F3wNrofIE0_ss2.jpg,https://vinizinho.neocities.org/figures/cdroms/screenshots/H%C3%A9rcules%20-%20Livro%20Animado%20Interativo%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-1F3wNrofIE0_ss4.jpg,https://vinizinho.neocities.org/figures/cdroms/screenshots/H%C3%A9rcules%20-%20Livro%20Animado%20Interativo%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-1F3wNrofIE0_ss6.jpg,https://vinizinho.neocities.org/figures/cdroms/screenshots/H%C3%A9rcules%20-%20Livro%20Animado%20Interativo%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-1F3wNrofIE0_ss7.jpg,https://vinizinho.neocities.org/figures/cdroms/screenshots/H%C3%A9rcules%20-%20Livro%20Animado%20Interativo%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-1F3wNrofIE0_ss8.jpg,https://vinizinho.neocities.org/figures/cdroms/screenshots/H%C3%A9rcules%20-%20Livro%20Animado%20Interativo%20(1999)%20-%20CD-ROM%20Completo%20PT-BR-1F3wNrofIE0_ss10.jpg","Você vai ser um Herói nesta Aventura Mitológica!

Prepare-se para unir-se a Hércules e viver uma surpresa atrás da outra. Visite todos os seus lugares favoritos na história enquanto você reforça suas habilidades de leitura, vocabulário e soluções de problemas.

Jogue com seus personagens favoritos. Participe de cinco divertidas atividades, três músicas que você pode cantar sozinho, lendo a letra (karaokê) e inclusive, dar seus primeiros passos na mitologia grega! Viva esta divertida aventura com Hércules.

Acompanhe a leitura e descubra milhares de surpresas movimentando-se pelas exclusivas cenas panorâmicas.",1F3wNrofIE0,1F3wNrofIE0
OK,Aladdin: Centro de Atividades,CD Criança Disney Collection,1999,Disney's Activity Center: Aladdin,1994,,Disney Interactive,CD Criança Disney Collection nº 04,aladdin-centro-atividades,N64Player,https://www.youtube.com/watch?v=yDkp0gAVysg,https://web.archive.org/web/20020331154818if_/http://cdcrianca.com.br:80/disney/aladdin/images/capa-aladdin.jpg,"Divirta-se a valer, aprendendo com o Gênio, enquanto ele o guiará através do mundo mágico de Aladdin. Explore a Caverna das Maravilhas, o Palácio Real ou o Mercado de Abrabah.

Aproveite também os jogos cheios de diversão, quebra-cabeças, atividades de arte e pintura, jogos musicais, jogos de memória, soletrar palavras.. Ah! E veja também as melhores cenas do filme no Teatro do Sultão.

As crianças podem imprimir seus desenhos favoritos para colorí-los ou criar seus próprios cadernos de desenho para colorir durante as viagens e passeios.",yDkp0gAVysg,yDkp0gAVysg
OK,Pocahontas: Livro Animado Interativo,CD Criança Disney Collection,1999,Disney's Animated Storybook: Pocahontas,1997,Disney Interactive,,CD Criança Disney Collection nº 05,pocahontas_cd_ptbr,Yuunyanshi,https://www.youtube.com/watch?v=R6NFP3X0t7Q,https://web.archive.org/web/20050321001649im_/http://www.cdcrianca.com.br/disney/pocahontas/images/capa-pocahontas.jpg,"À medida que o emocionante conto de Pocahontas se desenvolve, você pode fazer parte da ação.

Participe de jogos com Meeko e Flit. Procure ouro, viaje a bordo de um navio e pare uma guerra. Use o Dicionário de Ação para aprender o significado das palavras de animação.

A cada clique do mouse, você tem a chance de ver mais, de aprender mais e de dar mais risadas. Com música e animação da Disney, esta é a melhor maneira de ler e fazer parte da história.",R6NFP3X0t7Q,R6NFP3X0t7Q
OK,O Rei Leão: Centro de Atividades,CD Criança Disney Collection,1999,Disney's Activity Center: The Lion King,1994,,Disney Interactive,CD Criança Disney Collection nº 06,cd-romcentrodeatividadesoreileao,,https://www.youtube.com/watch?v=LlURXR4cIns,https://web.archive.org/web/20050321001150im_/http://www.cdcrianca.com.br/disney/reileao/images/capa-reileao.jpg,"Desenvolva a sua memória e habilidades de correlação e raciocínio, à medida que Simba e seus amiguinhos o guiam através de emocionantes atividades de aprendizagem.

Crie e imprima seu próprio trabalho de arte, inclusive cadernos de desenhos para colorir. Tente acompanhar o ritmo musical da bateria de Ed, ou criar a sua própria música.

Divirta-se com o estúdio de arte incentivando
a sua criatividade. Seja brincando com um personagem favorito, ou um amigo, o Centro de Atividades “O Rei Leão” lhe dará horas de diversão enquanto você aprende!",LlURXR4cIns,LlURXR4cIns
OK,Hércules Print Studio,CD Criança Disney Collection,1999,Disney's Hercules Print Studio,1997,,,CD Criança Disney Collection nº 07,hercules-print-studio,,,https://web.archive.org/web/20020720224404if_/http://cdcrianca.com.br:80/disney/herculesps/images/capa-hercules-ps.jpg,,nan,nan
OK,O Ursinho Pooh: Livro Animado Interativo,CD Criança Disney Collection,2001,Disney's Animated Storybook: Winnie the Pooh and the Honey Tree,1995,Disney Interactive,,CD Criança Disney Collection nº 08,ursinho-pooh-e-a-arvore-de-mel,,https://www.youtube.com/watch?v=JxE6SmPdxIQ,https://web.archive.org/web/20050223190008im_/http://www.cdcrianca.com.br/disney/pooh/images/capa-puff.jpg,"Você não pode perder esta doce história do Ursinho comedor de mel e seus amigos.

Ouça história e acompanhe a leitura na tela. Clique em um palavra ou figura para ver alegres e coloridos desenhos animados.

Participe dos jogos e cante as músicas com seus personagens favoritos. Pooh, o Leitão e toda turma tornam a leitura tão viva quanto um passeio no bosque dos Cem Acres.

Quatros jogos divertidos oferecem às crianças uma introdução aos princípios de desenvolvimento da aprendizagem.

Cinco alegres canções, inclusive a adorada ""Winnie the Pooh""",JxE6SmPdxIQ,JxE6SmPdxIQ
OK,O Corcunda de Notre Dame: Livro Animado Interativo,CD Criança Disney Collection,2001,Disney's Animated Storybook: The Hunchback of Notre Dame,1996,Disney Interactive,,CD Criança Disney Collection nº 09,disney-livro-interativo-corcunda-de-notredame,,https://www.youtube.com/watch?v=784rwtrRY,https://web.archive.org/web/20050321000300im_/http://www.cdcrianca.com.br/disney/corcunda/images/capa-corcunda.jpg,"Das catacumbas subterrâneas de Paris à Torre do Sino de Notre Dame: Você ajudará Quasímodo a salvar Esmeralda, ao mesmo tempo em que participa de atividades desafiantes e engraçadas que ajudam a melhorar sua leitura, vocabulário e habilidades de resolver problemas.

Com tantas horas de animação e aprendizado, esta aventura é tão grande quanto o coração de Quasímodo!",784rwtrRY,784rwtrRY
OK,Toy Story 2: Livro de Colorir,CD Criança Disney Collection,2000,Disney's Digital Coloring Book: Toy Story 2,1999,"ImageBuilder Software, Inc.",Disney Interactive,CD Criança Disney Collection nº 10,toy-story-2-para-colorir,,,https://web.archive.org/web/20050321001519im_/http://www.cdcrianca.com.br/disney/toystory2/images/capa-toystory2.jpg,"Esta divertida turma está esperando você para criar, pintar e imprimir os mais fantásticos desenhos!

Você vai colocar seus personagens preferidos nas mais absurdas situações!

Um clip-art completo com personagens, objetos, fundos, tintas e muito mais!

Com o álbum você poderá guardar todos os desenhos e situações que você criar.",nan,nan
PERDIDO,Tarzan: Livro de Colorir,CD Criança Disney Collection,2000,,,,,CD Criança Disney Collection nº 11,,,,https://web.archive.org/web/20050321001425im_/http://www.cdcrianca.com.br/disney/tarzan/images/capa-tarzan.jpg,"Esta divertida turma está esperando você para criar, pintar e imprimir os mais fantásticos desenhos!

Você vai colocar seus personagens preferidos nas mais divertidas situações!

Um clip-art completo com personagens, objetos, fundos, tintas e muito mais!

Com o álbum você poderá guardar todos os desenhos e situações que você criar.",nan,nan
OK,A Pequena Sereia: Livro de Colorir,CD Criança Disney Collection,2000,Disney's Digital Coloring Book,1999,Disney Interactive,,CD Criança Disney Collection nº 12,pequena-sereia-livro-de-colorir,nostalgiahunter00s,,https://web.archive.org/web/20050223190015im_/http://www.cdcrianca.com.br/disney/sereia/images/capa-sereia.jpg,"A divertida turma da Pequena Sereia está esperando você para criar, pintar e imprimir os mais fantásticos desenhos!

Você vai colocar seus personagens preferidos nas mais absurdas situações!

Um clip-art completo com personagens, objetos, fundos, tintas e muito mais!

Com o álbum você poderá guardar todos os desenhos e situações que você criar.",nan,nan
OK,Salão dos Monstros SA: Boliche,CD Criança Disney Collection,2002,Disney/Pixar's Monsters Inc.: Wreck Room Arcade: Bowling for Scraems,2002,Sapient Interactive,"Buena Vista Games, Inc.",CD Criança Disney Collection nº 13,monstros-s.-a.-boliche,TV Frederiquense,https://www.youtube.com/watch?v=fOnpyIRBsFI,https://web.archive.org/web/20050223185838im_/http://www.cdcrianca.com.br/disney/monstros/images/boliche.jpg,"Jogue boliche com Mike. Guie sua bola, ganhe bônus, fuja de obstáculos e divirta-se pra valer nesse incrível game!",fOnpyIRBsFI,fOnpyIRBsFI
OK,Salão dos Monstros SA: Sinuca,CD Criança Disney Collection,2002,Disney/Pixar's Monsters Inc.: Wreck Room Arcade: 8 Ball Chaos,2002,Sapient Interactive,"Buena Vista Games, Inc.",CD Criança Disney Collection nº 14,monstros-s.-a.-sinuca,TV Frederiquense,https://www.youtube.com/watch?v=Ev2BVT4xH2Q,https://web.archive.org/web/20050223185938im_/http://www.cdcrianca.com.br/disney/monstros/images/sinuca.jpg,Junte-se a Sulley em um divertido jogo de sinuca!,Ev2BVT4xH2Q,Ev2BVT4xH2Q
OK,Salão dos Monstros SA: Pinball,CD Criança Disney Collection,2002,Disney/Pixar's Monsters Inc.: Wreck Room Arcade: Pinball Panic,2002,Sapient Interactive,"Buena Vista Games, Inc.",CD Criança Disney Collection nº 15,monstros-s.-a.-pinball,TV Frederiquense,https://www.youtube.com/watch?v=lfDG2BlDN1M,https://web.archive.org/web/20050223185929im_/http://www.cdcrianca.com.br/disney/monstros/images/Pinball.jpg,Enfrente GRANDES desafios neta divertida mesa de Pinball!,lfDG2BlDN1M,lfDG2BlDN1M
OK,Salão dos Monstros SA: Gangorra,CD Criança Disney Collection,2002,Disney/Pixar's Monsters Inc.: Wreck Room Arcade: Monster Tag,2002,Sapient Interactive,"Buena Vista Games, Inc.",CD Criança Disney Collection nº 16,monstros-sa-gangorra,TV Frederiquense,https://www.youtube.com/watch?v=88EKU7-WPdY,https://web.archive.org/web/20050223185845im_/http://www.cdcrianca.com.br/disney/monstros/images/Gangorra.jpg,"Pule bem alto para pegar todos os brinquedos da cidade e tente ""aterrizar"" em segurança na gangorra!",88EKU7-WPdY,88EKU7-WPdY
OK,Ursinho Pooh: Livro de Colorir,CD Criança Disney Collection,2001,Winnie the Pooh Coloring Book,2002,Disney Interactive,Disney Interactive,CD Criança Disney Collection nº 17,pooh-livro-colorir,,,https://web.archive.org/web/20050321001745im_/http://www.cdcrianca.com.br/disney/pooh-cb/images/capa-pooh-cb.jpg,"Esta divertida turma está esperando você para criar, pintar e imprimir os mais fantásticos desenhos!

Você vai colocar seus personagens preferidos nas mais absurdas situações!

Um clip-art completo com personagens, objetos, fundos, tintas e muito mais!

Com o álbum você poderá guardar todos os desenhos e situações que você criar.",nan,nan
PERDIDO,Planeta do Tesouro: Corrida ao Tesouro,CD Criança Disney Collection,2006,Treasure Planet: Treasure Racer,2002,Disney Interactive,,CD Criança Disney Collection nº 18,,,,https://web.archive.org/web/20050321001541im_/http://www.cdcrianca.com.br/disney/planetatesouro/images/DisneyCollec-n18.jpg,Assuma o Comando de um Galeão Solar numa Corrida Intergaláctica!,nan,nan
OK,Planeta do Tesouro: Batalha Estelar,CD Criança Disney Collection,2006,Treasure Planet: Broadside Blast,2002,Disney Interactive,,CD Criança Disney Collection nº 19,planeta-do-tesouro-batalha-estelar,TV Frederiquense,,https://web.archive.org/web/20050321001541im_/http://www.cdcrianca.com.br/disney/planetatesouro/images/DisneyCollection-20.jpg,Localize e recupere inúmeros tesouros perdidos no espaço!,nan,nan
OK,Planeta do Tesouro: Resgate Espacial,CD Criança Disney Collection,2006,Treasure Planet: Etherium Rescue,2002,Disney Interactive,,CD Criança Disney Collection nº 20,disney-planetadotesouro-resgateespacial,supremesonicbrazil,,https://web.archive.org/web/20050321001541im_/http://www.cdcrianca.com.br/disney/planetatesouro/images/DisneyCollection-19.jpg,Domine os canhões da Academia de Treino do Planeta do tesouro!,nan,nan
PERDIDO,ABC do Ursinho Pooh,CD Criança Disney Collection,,,,,,CD Criança Disney Collection nº 21,,,,https://web.archive.org/web/20040201071654if_/http://www.cdcrianca.com.br:80/disney/PoohIngles/images/DisneyCollection-21.jpg,"São 3 atividades divertidas para aprender o ABC.

Ensina a construção de sentenças, fonética e reconhecimento de palavras.",nan,nan
OK,123 do Ursinho Pooh,CD Criança Disney Collection,2002,Disney's Winnie the Pooh 123's ,2002,Disney Interactive,,CD Criança Disney Collection nº 22,pooh123snumeros,ariranha,,,"3 divertidas atividades para aprender os números com opções de níveis diferentes.

Ensina a adição, subtração, reconhecimentos dos números e a contar, inglês.",nan,nan
OK,Mickey Mouse: Livro de Colorir,CD Criança Disney Collection,2001,Mickey Mouse: Disney's Digital Coloring Book,1999,Disney Interactive,Positivo Informática,CD Criança Disney Collection nº 23,mickey-livro-colorir,TV Frederiquense,,https://web.archive.org/web/20030819061729if_/http://www.cdcrianca.com.br:80/disney/mickeycb/images/DisneyCollection-23.jpg,,nan,nan
PERDIDO,Ortografia do Ursinho Pooh,CD Criança Disney Collection,,,,,,CD Criança Disney Collection nº 24,,,,https://web.archive.org/web/20050321000200im_/http://www.cdcrianca.com.br/disney/PoohIngles/images/DisneyCollection-24.jpg,"3 divertidas atividades para aprender ortografia.

Ensina a construção de palavras, letras maiúsculas e minúsculas e ordem das letras.",nan,nan
OK,Irmão Urso,CD Criança Disney Collection,2003,Disney's Brother Bear,2003,KnowWonder Digital Mediaworks,Disney Interactive,CD Criança Disney Collection nº 25,irmao-urso-ptbr,Yuunyanshi,,,"Dois amigos ursos enfrentam seus inimigos nesta movimentada e selvagem aventura repleta de fraternidade, amor e descobertas. Em sua jornada, você conhecerá os tiritantes arrepios da tundra gélida, as ardentes emoções do Vale do Fogo e muitas outras regiões selvagens, enquanto procura se manter um passo adiante de seu perseguidor, o caçador Denahi.",nan,nan
OK,A Nova Onda do Imperador,CD Criança Disney Collection,2000,The Emperor's New Groove,2000,Argonaut Games,Disney Interactive,CD Criança Disney Collection nº 27,a-nova-onda-do-imperador-pc,,,https://web.archive.org/web/20050223090347im_/http://www.cdcrianca.com.br/disney/novaonda/capaNovaOnda.jpg,"Este jogo é cheio de ação estrelado por - MIM! Sacou?

As panteras. A traiçoeira corredeira. Está tudo aqui dentro. Ah, e eu te contei que Yzma e Kronk não saem da minha cola? Grande coisa! Só querem me ver morto. Que tal me dar uma mãozinha? Você será recompensado, eu prometo. Corra, pule e fuja em todos os tipos de aventura.

Aprimore as suas habilidades e receba o tratamento real com segredos ocultos. Gráficos 3D de alta resolução e imersão em som digno de um imperador!",nan,nan
OK,"Atlantis, O Reino Perdido: Centro de Atividades",CD Criança Disney Collection,,Disney's Activity Center: Atlantis: The Lost Empire,2001,,Disney Interactive,CD Criança Disney Collection nº 28,atlantis_202101,,https://www.youtube.com/watch?v=GfO-U9ia07A,,,GfO-U9ia07A,GfO-U9ia07A
OK,Os Incríveis,CD Criança Disney Collection,2004,Disney's The Incredibles,2004,,Disney Interactive,CD Criança Disney Collection nº 29,incriveis-ptbr,N64Player,,https://web.archive.org/web/20070125081238/http://www.cdcrianca.com.br:80/disney/images/estemes29.gif,,nan,nan
OK,Dinossauro,CD Criança Disney Collection,2001,Disney's Dinosaur,2000,Ubi Soft Paris,Disney Interactive,CD Criança Disney Collection nº 30,dinossauro-cd,TV Frederiquense,,,,nan,nan
OK,Cinderela: Casa de Bonecas,CD Criança Disney Collection,2001,Cinderella's Dollhouse,2001,,Disney Interactive,CD Criança Disney Collection nº ??,cinderela_202306,ABCtheHuman,,,,nan,nan
,Seção Revista CD Expert,,,,,,,,,,,,,nan,nan
OK,Aventuras na Numerolândia,CD Expert,2001,,,DataSun Multimedia,,CD Expert nº ??,aventuras-na-numerolandia,Grégor Drebes,https://www.youtube.com/watch?v=agH9R4Z2_6E,,,agH9R4Z2_6E,agH9R4Z2_6E
OK,"Pong Pong, Aventuras do Conhecimento: Animais",CD Expert,2000,,1999,DataSun Multimedia,,CD Expert nº ??,pong-pong-aventura-conhecimento-animais,N64Player,https://www.youtube.com/watch?v=WShzpM0wlHE,,,WShzpM0wlHE,WShzpM0wlHE
,Seção Revista CD-ROM Aventura,,,,,,,,,,,,,nan,nan
OK,Divertilândia,CD-ROM Aventura,2000,,,Editora Aventura,,CD-ROM Aventura nº 01,divertilandia,subversylvia,,,,nan,nan
PERDIDO,Vamos encontrar o Fred?,CD-ROM Aventura,2000,,,Editora Aventura,,CD-ROM Aventura nº 02,,,,https://vinizinho.net/projects/cd-archive/figures/screenshots/aventura-inicio.png,"<a href=""https://web.archive.org/web/20020328041618/http://www.cdaventura.com.br:80/geral_edicoes.asp"">Fonte</a>",nan,nan
OK,Sr. Floriano e os Macacos,CD-ROM Aventura,2000,,,Editora Aventura,,CD-ROM Aventura nº 03,sr-floriano-e-os-macacos,Gabi Manzano,,,,nan,nan
OK,SOS Terra - Uma Aventura Ecológica,CD-ROM Aventura,2000,,,Editora Aventura,,CD-ROM Aventura nº 04,sos-terra,,,,,nan,nan
OK,Caça ao Tesouro - Uma Aventura Submarina,CD-ROM Aventura,2000,,,Editora Aventura,,CD-ROM Aventura nº 05,caca-tesouro-aventura,,https://www.youtube.com/watch?v=clQPWySFbkc,,,clQPWySFbkc,clQPWySFbkc
OK,Órbita - Uma Aventura Espacial,CD-ROM Aventura,2000,,,Editora Aventura,,CD-ROM Aventura nº 06,orbita-aventura-espacial,,,,,nan,nan
OK,Insetolimpíadas,CD-ROM Aventura,2000,,,Editora Aventura,,CD-ROM Aventura nº 07,Insetolimpiadas,,https://www.youtube.com/watch?v=D5SnR__5XL8,,,D5SnR__5XL8,D5SnR__5XL8
OK,Escalada: Uma Aventura na Neve,CD-ROM Aventura,2000,,,Editora Aventura,,CD-ROM Aventura nº 08,cd-rom-aventura-escalada-uma-aventura-na-neve-ano-1-n-8,,,,,nan,nan
OK,A Incrível Noite de Natal,CD-ROM Aventura,2001,,,Editora Aventura,,CD-ROM Aventura nº 09,incrivel-noite-de-natal,subversylvia,https://www.youtube.com/watch?v=BQPMB0Jlbj4,,,BQPMB0Jlbj4,BQPMB0Jlbj4
OK,Os Cavaleiros do Rei,CD-ROM Aventura,2001,,,Editora Aventura,,CD-ROM Aventura nº 10,cavaleiros_do_rei,Luiza Pelinson,,,,nan,nan
OK,Coelhândia - A Cidade dos Coelhos,CD-ROM Aventura,2001,,,Editora Aventura,,CD-ROM Aventura nº 11,coelhandia,,,,,nan,nan
OK,Laboratório Maluco - Uma Aventura cheia de Invenções,CD-ROM Aventura,2001,,,Editora Aventura,,CD-ROM Aventura nº 12,aventura-laboratorio-maluco,,,,,nan,nan
OK,Bosque Encantado - Uma Aventura Musical,CD-ROM Aventura,2001,,,Editora Aventura,,CD-ROM Aventura nº 13,cd-rom-aventura-bosque-encantado-uma-aventura-musical-ano-2-n-13,BitPinkMagenta,,,,nan,nan
OK,Cadê a minha mala? - Uma Atrapalhada Aventura no Aeroporto,CD-ROM Aventura,2001,,,Editora Aventura,,CD-ROM Aventura nº 14,cade-a-minha-mala,,,,,nan,nan
OK,As Férias Divertidas de Nilo e Mila,CD-ROM Aventura,2001,,,Editora Aventura,,CD-ROM Aventura nº 15,as-ferias-divertidas-de-nilo-e-mila,ClassicWare,https://www.youtube.com/watch?v=FrSQiWlyENM,,,FrSQiWlyENM,FrSQiWlyENM
OK,Detetive Reve Latudo em: O Mistério do Relógio,CD-ROM Aventura,2001,,,Editora Aventura,,CD-ROM Aventura nº 16,detetive-reve-latudo,,,,,nan,nan
OK,Túnel do Tempo,CD-ROM Aventura,2001,,,Editora Aventura,,CD-ROM Aventura nº 17,cd-rom-aventura-tunel-do-tempo,,,https://vinizinho.net/projects/cd-archive/figures/screenshots/aventura-fim.png,"<a href=""https://web.archive.org/web/20020328041618/http://www.cdaventura.com.br:80/geral_edicoes.asp"">Fonte</a>",nan,nan
PERDIDO,Viagem ao Fundo do Mar,CD-ROM Aventura,2001,,,Editora Aventura,,CD-ROM Aventura nº 18,,,,https://vinizinho.net/projects/cd-archive/figures/screenshots/aventura-fim.png,"<a href=""https://web.archive.org/web/20020328041618/http://www.cdaventura.com.br:80/geral_edicoes.asp"">Fonte</a>",nan,nan
,Seção Revista Divertire,,,,,,,,,,,,,nan,nan
OK,Gus vai ao CiberParque,Revista Divertire,1997,Gus Goes to CyberStone Park,1996,Modern Media Ventures,,Divertire nº 1,gus-vai-ao-ciberparque,,https://www.youtube.com/watch?v=W0gTyFYRC84,"https://vinizinho.net/projects/cd-archive/figures/scans/scan55.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan117.png",,W0gTyFYRC84,W0gTyFYRC84
OK,Meus Amigos Ursos,Revista Divertire,1997,,,SCOPS Software Ltd.,,Divertire nº 2,divertire-2,Rogell Paradox,https://www.youtube.com/watch?v=jib5V3S39pM,"https://vinizinho.net/projects/cd-archive/figures/scans/scan231.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan55.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan117.png",,jib5V3S39pM,jib5V3S39pM
OK,Era uma Vez um Gato,Revista Divertire,1997,,,SCOPS Software Ltd.,,Divertire nº 3,divertire-3,,https://www.youtube.com/watch?v=YfsAoPssI3I&t=1492s,"https://vinizinho.net/projects/cd-archive/figures/scans/scan55.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan66.png",,YfsAoPssI3I,YfsAoPssI3I
OK,Encantando Vol. 1,Revista Divertire,1997,,,Ex-Nihil Multimídia,,Divertire nº 4,encantando-vol-1,Law,https://www.youtube.com/watch?v=21pBf1ddYow,https://vinizinho.net/projects/cd-archive/figures/scans/scan157.png,,21pBf1ddYow,21pBf1ddYow
OK,"Nanico, o Macaco Travesso",Revista Divertire,1997,,,SCOPS Software Ltd.,,Divertire nº 5,Nanico,,https://www.youtube.com/watch?v=_CCxdq81y6M&t=20s,https://vinizinho.net/projects/cd-archive/figures/scans/scan109.png,,_CCxdq81y6M,_CCxdq81y6M
,Seção Melhoramentos,,,,,,,,,,,,,nan,nan
OK,Mônica Dentuça,Melhoramentos,1995,,,JCS Computação Gráfica,Melhoramentos,,monica-dentuca-cdrom-crianca,N64Player,https://www.youtube.com/watch?v=WYAi1c8XvCg&t=7s,"https://vinizinho.net/projects/cd-archive/figures/scans/scan95.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan150.png",,WYAi1c8XvCg,WYAi1c8XvCg
OK,Cebolinha & Floquinho,Melhoramentos,1996,,,JCS Computação Gráfica,Melhoramentos,,cebolinha-e-floquinho,"Pedro Freitas, N64Player",https://www.youtube.com/watch?v=h-79M3XePhY,"https://vinizinho.net/projects/cd-archive/figures/scans/scan95.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan150.png",,h-79M3XePhY,h-79M3XePhY
OK,Passatempo Turma da Mônica,Melhoramentos,1996,,,Maurício de Sousa Produções,Melhoramentos,,passatempo-turma-da-monica-cdexpert-kids,TV Frederiquense,,,,nan,nan
OK,Chico Bento em Um Dia na Roça,Melhoramentos,1997,,,JCS Computação Gráfica,Melhoramentos,,chico-bento-em-um-dia-na-roca,,https://www.youtube.com/watch?v=9IrQGkfI4gs,"https://vinizinho.net/projects/cd-archive/figures/scans/scan95.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan150.png",,9IrQGkfI4gs,9IrQGkfI4gs
OK,Aventura no Parque da Mônica,Melhoramentos,1998,,,Expoente,Melhoramentos,,aventura-no-parque-da-monica,,https://www.youtube.com/watch?v=7QAbnUrPA9o,,,7QAbnUrPA9o,7QAbnUrPA9o
OK,Lucas Sai de Férias,Melhoramentos,1995,,,Z-Move Studios,Melhoramentos,,lucas_sai_de_ferias,Felipe Ritis,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan95.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan150.png",,nan,nan
OK,Oficina de Criação: Daniel Azulay,Melhoramentos,,,,Paradigma Editora,Melhoramentos,,oficina-azulay,Toon Raccoon,,"https://vinizinho.net/projects/cd-archive/figures/scans/scan95.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan148.png,https://vinizinho.net/projects/cd-archive/figures/scans/scan150.png",,nan,nan
